rubro,provincia,value,datetime
Combustibles y energía,Misiones,0,1/1/2016 0:00:00
Productos primarios,Buenos Aires,3857.019,1/1/2017 0:00:00
Productos primarios,Capital Federal,0,1/1/2017 0:00:00
Productos primarios,Córdoba,3050.513,1/1/2017 0:00:00
Productos primarios,Entre Ríos,713.835,1/1/2017 0:00:00
Productos primarios,La Pampa,337.813,1/1/2017 0:00:00
Productos primarios,Santa Fe,1433.09,1/1/2017 0:00:00
Productos primarios,Chubut,819.309,1/1/2017 0:00:00
Productos primarios,Neuquén,40.063,1/1/2017 0:00:00
Productos primarios,Río Negro,296.07,1/1/2017 0:00:00
Productos primarios,Santa Cruz,589.891,1/1/2017 0:00:00
Productos primarios,Tierra del Fuego,70.415,1/1/2017 0:00:00
Productos primarios,Catamarca,436.692,1/1/2017 0:00:00
Productos primarios,Jujuy,291.076,1/1/2017 0:00:00
Productos primarios,La Rioja,10.377,1/1/2017 0:00:00
Productos primarios,Salta,651.609,1/1/2017 0:00:00
Productos primarios,Santiago del Estero,738.192,1/1/2017 0:00:00
Productos primarios,Tucumán,337.494,1/1/2017 0:00:00
Productos primarios,Mendoza,214.887,1/1/2017 0:00:00
Productos primarios,San Juan,66.948,1/1/2017 0:00:00
Productos primarios,San Luis,265.901,1/1/2017 0:00:00
Productos primarios,Chaco,289.87,1/1/2017 0:00:00
Productos primarios,Corrientes,127.379,1/1/2017 0:00:00
Productos primarios,Formosa,21.833,1/1/2017 0:00:00
Productos primarios,Misiones,74.18,1/1/2017 0:00:00
Manufacturas de origen agropecuario,Buenos Aires,5375.539,1/1/2017 0:00:00
Manufacturas de origen agropecuario,Capital Federal,84.545,1/1/2017 0:00:00
Manufacturas de origen agropecuario,Córdoba,3859.33,1/1/2017 0:00:00
Manufacturas de origen agropecuario,Entre Ríos,404.273,1/1/2017 0:00:00
Manufacturas de origen agropecuario,La Pampa,54.893,1/1/2017 0:00:00
Manufacturas de origen agropecuario,Santa Fe,9922.698,1/1/2017 0:00:00
Manufacturas de origen agropecuario,Chubut,152.184,1/1/2017 0:00:00
Manufacturas de origen agropecuario,Neuquén,9.519,1/1/2017 0:00:00
Manufacturas de origen agropecuario,Río Negro,60.1,1/1/2017 0:00:00
Manufacturas de origen agropecuario,Santa Cruz,12.163,1/1/2017 0:00:00
Manufacturas de origen agropecuario,Tierra del Fuego,22.309,1/1/2017 0:00:00
Manufacturas de origen agropecuario,Catamarca,27.397,1/1/2017 0:00:00
Manufacturas de origen agropecuario,Jujuy,65.426,1/1/2017 0:00:00
Manufacturas de origen agropecuario,La Rioja,161.092,1/1/2017 0:00:00
Manufacturas de origen agropecuario,Salta,109.619,1/1/2017 0:00:00
Manufacturas de origen agropecuario,Santiago del Estero,55.109,1/1/2017 0:00:00
Manufacturas de origen agropecuario,Tucumán,363.202,1/1/2017 0:00:00
Manufacturas de origen agropecuario,Mendoza,951.219,1/1/2017 0:00:00
Manufacturas de origen agropecuario,San Juan,172.353,1/1/2017 0:00:00
Manufacturas de origen agropecuario,San Luis,181.944,1/1/2017 0:00:00
Manufacturas de origen agropecuario,Chaco,65.995,1/1/2017 0:00:00
Manufacturas de origen agropecuario,Corrientes,51.571,1/1/2017 0:00:00
Manufacturas de origen agropecuario,Formosa,11.485,1/1/2017 0:00:00
Manufacturas de origen agropecuario,Misiones,196.331,1/1/2017 0:00:00
Manufacturas de origen industrial,Buenos Aires,9145.28,1/1/2017 0:00:00
Manufacturas de origen industrial,Capital Federal,248.947,1/1/2017 0:00:00
Manufacturas de origen industrial,Córdoba,1158.33,1/1/2017 0:00:00
Manufacturas de origen industrial,Entre Ríos,117.1,1/1/2017 0:00:00
Manufacturas de origen industrial,La Pampa,3.726,1/1/2017 0:00:00
Manufacturas de origen industrial,Santa Fe,2344.858,1/1/2017 0:00:00
Manufacturas de origen industrial,Chubut,760.994,1/1/2017 0:00:00
Manufacturas de origen industrial,Neuquén,6.951,1/1/2017 0:00:00
Manufacturas de origen industrial,Río Negro,4.522,1/1/2017 0:00:00
Manufacturas de origen industrial,Santa Cruz,1365.98,1/1/2017 0:00:00
Manufacturas de origen industrial,Tierra del Fuego,42.893,1/1/2017 0:00:00
Manufacturas de origen industrial,Catamarca,146.219,1/1/2017 0:00:00
Manufacturas de origen industrial,Jujuy,180.408,1/1/2017 0:00:00
Manufacturas de origen industrial,La Rioja,74.377,1/1/2017 0:00:00
Manufacturas de origen industrial,Salta,87.454,1/1/2017 0:00:00
Manufacturas de origen industrial,Santiago del Estero,0,1/1/2017 0:00:00
Manufacturas de origen industrial,Tucumán,350.688,1/1/2017 0:00:00
Manufacturas de origen industrial,Mendoza,135.587,1/1/2017 0:00:00
Manufacturas de origen industrial,San Juan,1200.923,1/1/2017 0:00:00
Manufacturas de origen industrial,San Luis,139.057,1/1/2017 0:00:00
Manufacturas de origen industrial,Chaco,9.888,1/1/2017 0:00:00
Manufacturas de origen industrial,Corrientes,12.09,1/1/2017 0:00:00
Manufacturas de origen industrial,Formosa,1.584,1/1/2017 0:00:00
Manufacturas de origen industrial,Misiones,148.452,1/1/2017 0:00:00
Combustibles y energía,Buenos Aires,863.005,1/1/2017 0:00:00
Combustibles y energía,Capital Federal,0,1/1/2017 0:00:00
Combustibles y energía,Córdoba,0,1/1/2017 0:00:00
Combustibles y energía,Entre Ríos,0,1/1/2017 0:00:00
Combustibles y energía,La Pampa,0,1/1/2017 0:00:00
Combustibles y energía,Santa Fe,60.388,1/1/2017 0:00:00
Combustibles y energía,Chubut,462.827,1/1/2017 0:00:00
Combustibles y energía,Neuquén,3.403,1/1/2017 0:00:00
Combustibles y energía,Río Negro,17.988,1/1/2017 0:00:00
Combustibles y energía,Santa Cruz,117.788,1/1/2017 0:00:00
Combustibles y energía,Tierra del Fuego,26.342,1/1/2017 0:00:00
Combustibles y energía,Catamarca,0,1/1/2017 0:00:00
Combustibles y energía,Jujuy,0,1/1/2017 0:00:00
Combustibles y energía,La Rioja,0,1/1/2017 0:00:00
Combustibles y energía,Salta,32.209,1/1/2017 0:00:00
Combustibles y energía,Santiago del Estero,0,1/1/2017 0:00:00
Combustibles y energía,Tucumán,0,1/1/2017 0:00:00
Combustibles y energía,Mendoza,47.983,1/1/2017 0:00:00
Combustibles y energía,San Juan,0,1/1/2017 0:00:00
Combustibles y energía,San Luis,0,1/1/2017 0:00:00
Combustibles y energía,Chaco,0,1/1/2017 0:00:00
Combustibles y energía,Corrientes,0,1/1/2017 0:00:00
Combustibles y energía,Formosa,2.808,1/1/2017 0:00:00
Combustibles y energía,Misiones,3.781,1/1/2017 0:00:00
Productos primarios,Buenos Aires,4021.452,1/1/2018 0:00:00
Productos primarios,Capital Federal,0,1/1/2018 0:00:00
Productos primarios,Córdoba,2497.72,1/1/2018 0:00:00
Productos primarios,Entre Ríos,746.376,1/1/2018 0:00:00
Productos primarios,La Pampa,346.927,1/1/2018 0:00:00
Productos primarios,Santa Fe,1252.007,1/1/2018 0:00:00
Productos primarios,Chubut,884.778,1/1/2018 0:00:00
Productos primarios,Neuquén,60.998,1/1/2018 0:00:00
Productos primarios,Río Negro,360.069,1/1/2018 0:00:00
Productos primarios,Santa Cruz,527.691,1/1/2018 0:00:00
Productos primarios,Tierra del Fuego,66.73,1/1/2018 0:00:00
Productos primarios,Catamarca,299.526,1/1/2018 0:00:00
Productos primarios,Jujuy,204.301,1/1/2018 0:00:00
Productos primarios,La Rioja,6.264,1/1/2018 0:00:00
Productos primarios,Salta,615.052,1/1/2018 0:00:00
Productos primarios,Santiago del Estero,703.298,1/1/2018 0:00:00
Productos primarios,Tucumán,369.479,1/1/2018 0:00:00
Productos primarios,Mendoza,171.506,1/1/2018 0:00:00
Productos primarios,San Juan,53.582,1/1/2018 0:00:00
Productos primarios,San Luis,177.007,1/1/2018 0:00:00
Productos primarios,Chaco,245.9,1/1/2018 0:00:00
Productos primarios,Corrientes,136.509,1/1/2018 0:00:00
Productos primarios,Formosa,21.135,1/1/2018 0:00:00
Productos primarios,Misiones,81.695,1/1/2018 0:00:00
Manufacturas de origen agropecuario,Buenos Aires,5685.951,1/1/2018 0:00:00
Manufacturas de origen agropecuario,Capital Federal,89.483,1/1/2018 0:00:00
Manufacturas de origen agropecuario,Córdoba,3596.707,1/1/2018 0:00:00
Manufacturas de origen agropecuario,Entre Ríos,484.548,1/1/2018 0:00:00
Manufacturas de origen agropecuario,La Pampa,67.282,1/1/2018 0:00:00
Manufacturas de origen agropecuario,Santa Fe,10060.178,1/1/2018 0:00:00
Manufacturas de origen agropecuario,Chubut,169.888,1/1/2018 0:00:00
Manufacturas de origen agropecuario,Neuquén,7.248,1/1/2018 0:00:00
Manufacturas de origen agropecuario,Río Negro,66.104,1/1/2018 0:00:00
Manufacturas de origen agropecuario,Santa Cruz,21.841,1/1/2018 0:00:00
Manufacturas de origen agropecuario,Tierra del Fuego,36.693,1/1/2018 0:00:00
Manufacturas de origen agropecuario,Catamarca,12.154,1/1/2018 0:00:00
Manufacturas de origen agropecuario,Jujuy,54.613,1/1/2018 0:00:00
Manufacturas de origen agropecuario,La Rioja,142.796,1/1/2018 0:00:00
Manufacturas de origen agropecuario,Salta,106.632,1/1/2018 0:00:00
Manufacturas de origen agropecuario,Santiago del Estero,68.392,1/1/2018 0:00:00
Manufacturas de origen agropecuario,Tucumán,344.113,1/1/2018 0:00:00
Manufacturas de origen agropecuario,Mendoza,999.485,1/1/2018 0:00:00
Manufacturas de origen agropecuario,San Juan,205.893,1/1/2018 0:00:00
Manufacturas de origen agropecuario,San Luis,214.424,1/1/2018 0:00:00
Manufacturas de origen agropecuario,Chaco,62.49,1/1/2018 0:00:00
Manufacturas de origen agropecuario,Corrientes,56.768,1/1/2018 0:00:00
Manufacturas de origen agropecuario,Formosa,14.39,1/1/2018 0:00:00
Manufacturas de origen agropecuario,Misiones,215.727,1/1/2018 0:00:00
Manufacturas de origen industrial,Buenos Aires,10292.137,1/1/2018 0:00:00
Manufacturas de origen industrial,Capital Federal,234.391,1/1/2018 0:00:00
Manufacturas de origen industrial,Córdoba,1759.782,1/1/2018 0:00:00
Manufacturas de origen industrial,Entre Ríos,121.126,1/1/2018 0:00:00
Manufacturas de origen industrial,La Pampa,3.2,1/1/2018 0:00:00
Manufacturas de origen industrial,Santa Fe,2264.811,1/1/2018 0:00:00
Manufacturas de origen industrial,Chubut,886.435,1/1/2018 0:00:00
Manufacturas de origen industrial,Neuquén,44.982,1/1/2018 0:00:00
Manufacturas de origen industrial,Río Negro,4.039,1/1/2018 0:00:00
Manufacturas de origen industrial,Santa Cruz,1538.092,1/1/2018 0:00:00
Manufacturas de origen industrial,Tierra del Fuego,27.107,1/1/2018 0:00:00
Manufacturas de origen industrial,Catamarca,157.565,1/1/2018 0:00:00
Manufacturas de origen industrial,Jujuy,227.316,1/1/2018 0:00:00
Manufacturas de origen industrial,La Rioja,74.899,1/1/2018 0:00:00
Manufacturas de origen industrial,Salta,93.506,1/1/2018 0:00:00
Manufacturas de origen industrial,Santiago del Estero,0,1/1/2018 0:00:00
Manufacturas de origen industrial,Tucumán,403.264,1/1/2018 0:00:00
Manufacturas de origen industrial,Mendoza,273.093,1/1/2018 0:00:00
Manufacturas de origen industrial,San Juan,1019.402,1/1/2018 0:00:00
Manufacturas de origen industrial,San Luis,143.217,1/1/2018 0:00:00
Manufacturas de origen industrial,Chaco,4.557,1/1/2018 0:00:00
Manufacturas de origen industrial,Corrientes,12.922,1/1/2018 0:00:00
Manufacturas de origen industrial,Formosa,2.129,1/1/2018 0:00:00
Manufacturas de origen industrial,Misiones,187.368,1/1/2018 0:00:00
Combustibles y energía,Buenos Aires,1290.586,1/1/2018 0:00:00
Combustibles y energía,Capital Federal,0,1/1/2018 0:00:00
Combustibles y energía,Córdoba,0,1/1/2018 0:00:00
Combustibles y energía,Entre Ríos,1.568,1/1/2018 0:00:00
Combustibles y energía,La Pampa,0,1/1/2018 0:00:00
Combustibles y energía,Santa Fe,80.849,1/1/2018 0:00:00
Combustibles y energía,Chubut,1194.669,1/1/2018 0:00:00
Combustibles y energía,Neuquén,9.817,1/1/2018 0:00:00
Combustibles y energía,Río Negro,19.155,1/1/2018 0:00:00
Combustibles y energía,Santa Cruz,326.918,1/1/2018 0:00:00
Combustibles y energía,Tierra del Fuego,56.02,1/1/2018 0:00:00
Combustibles y energía,Catamarca,0,1/1/2018 0:00:00
Combustibles y energía,Jujuy,0,1/1/2018 0:00:00
Combustibles y energía,La Rioja,0,1/1/2018 0:00:00
Combustibles y energía,Salta,39.261,1/1/2018 0:00:00
Combustibles y energía,Santiago del Estero,0,1/1/2018 0:00:00
Combustibles y energía,Tucumán,0,1/1/2018 0:00:00
Combustibles y energía,Mendoza,78.279,1/1/2018 0:00:00
Combustibles y energía,San Juan,0,1/1/2018 0:00:00
Combustibles y energía,San Luis,0,1/1/2018 0:00:00
Combustibles y energía,Chaco,0,1/1/2018 0:00:00
Combustibles y energía,Corrientes,22.317,1/1/2018 0:00:00
Combustibles y energía,Formosa,7.249,1/1/2018 0:00:00
Combustibles y energía,Misiones,0,1/1/2018 0:00:00
Productos primarios,Buenos Aires,5072.666,1/1/2019 0:00:00
Productos primarios,Capital Federal,0,1/1/2019 0:00:00
Productos primarios,Córdoba,3828.737,1/1/2019 0:00:00
Productos primarios,Entre Ríos,718.447,1/1/2019 0:00:00
Productos primarios,La Pampa,435.696,1/1/2019 0:00:00
Productos primarios,Santa Fe,1889.401,1/1/2019 0:00:00
Productos primarios,Chubut,759.134,1/1/2019 0:00:00
Productos primarios,Neuquén,54.274,1/1/2019 0:00:00
Productos primarios,Río Negro,303.345,1/1/2019 0:00:00
Productos primarios,Santa Cruz,488.286,1/1/2019 0:00:00
Productos primarios,Tierra del Fuego,63.741,1/1/2019 0:00:00
Productos primarios,Catamarca,30.272,1/1/2019 0:00:00
Productos primarios,Jujuy,289.756,1/1/2019 0:00:00
Productos primarios,La Rioja,8.096,1/1/2019 0:00:00
Productos primarios,Salta,772.69,1/1/2019 0:00:00
Productos primarios,Santiago del Estero,1046.473,1/1/2019 0:00:00
Productos primarios,Tucumán,336.841,1/1/2019 0:00:00
Productos primarios,Mendoza,168.292,1/1/2019 0:00:00
Productos primarios,San Juan,52.27,1/1/2019 0:00:00
Productos primarios,San Luis,308.003,1/1/2019 0:00:00
Productos primarios,Chaco,433.66,1/1/2019 0:00:00
Productos primarios,Corrientes,137.744,1/1/2019 0:00:00
Productos primarios,Formosa,59.702,1/1/2019 0:00:00
Productos primarios,Misiones,64.916,1/1/2019 0:00:00
Manufacturas de origen agropecuario,Buenos Aires,6221.677,1/1/2019 0:00:00
Manufacturas de origen agropecuario,Capital Federal,77.622,1/1/2019 0:00:00
Manufacturas de origen agropecuario,Córdoba,3655.559,1/1/2019 0:00:00
Manufacturas de origen agropecuario,Entre Ríos,608.868,1/1/2019 0:00:00
Manufacturas de origen agropecuario,La Pampa,116.51,1/1/2019 0:00:00
Manufacturas de origen agropecuario,Santa Fe,10390.548,1/1/2019 0:00:00
Manufacturas de origen agropecuario,Chubut,148.273,1/1/2019 0:00:00
Manufacturas de origen agropecuario,Neuquén,6.231,1/1/2019 0:00:00
Manufacturas de origen agropecuario,Río Negro,80.686,1/1/2019 0:00:00
Manufacturas de origen agropecuario,Santa Cruz,30.561,1/1/2019 0:00:00
Manufacturas de origen agropecuario,Tierra del Fuego,39.017,1/1/2019 0:00:00
Manufacturas de origen agropecuario,Catamarca,10.481,1/1/2019 0:00:00
Manufacturas de origen agropecuario,Jujuy,56.512,1/1/2019 0:00:00
Manufacturas de origen agropecuario,La Rioja,150.455,1/1/2019 0:00:00
Manufacturas de origen agropecuario,Salta,101.703,1/1/2019 0:00:00
Manufacturas de origen agropecuario,Santiago del Estero,65.999,1/1/2019 0:00:00
Manufacturas de origen agropecuario,Tucumán,272.97,1/1/2019 0:00:00
Manufacturas de origen agropecuario,Mendoza,982.151,1/1/2019 0:00:00
Manufacturas de origen agropecuario,San Juan,175.072,1/1/2019 0:00:00
Manufacturas de origen agropecuario,San Luis,280.736,1/1/2019 0:00:00
Manufacturas de origen agropecuario,Chaco,61.615,1/1/2019 0:00:00
Manufacturas de origen agropecuario,Corrientes,63.23,1/1/2019 0:00:00
Manufacturas de origen agropecuario,Formosa,11.809,1/1/2019 0:00:00
Manufacturas de origen agropecuario,Misiones,215.122,1/1/2019 0:00:00
Manufacturas de origen industrial,Buenos Aires,9383.922,1/1/2019 0:00:00
Manufacturas de origen industrial,Capital Federal,250.41,1/1/2019 0:00:00
Manufacturas de origen industrial,Córdoba,1540.136,1/1/2019 0:00:00
Manufacturas de origen industrial,Entre Ríos,113.797,1/1/2019 0:00:00
Manufacturas de origen industrial,La Pampa,3.676,1/1/2019 0:00:00
Manufacturas de origen industrial,Santa Fe,1917.588,1/1/2019 0:00:00
Manufacturas de origen industrial,Chubut,761.255,1/1/2019 0:00:00
Manufacturas de origen industrial,Neuquén,34.814,1/1/2019 0:00:00
Manufacturas de origen industrial,Río Negro,15.352,1/1/2019 0:00:00
Manufacturas de origen industrial,Santa Cruz,1618.484,1/1/2019 0:00:00
Manufacturas de origen industrial,Tierra del Fuego,35.459,1/1/2019 0:00:00
Manufacturas de origen industrial,Catamarca,102.326,1/1/2019 0:00:00
Manufacturas de origen industrial,Jujuy,142.402,1/1/2019 0:00:00
Manufacturas de origen industrial,La Rioja,85.885,1/1/2019 0:00:00
Manufacturas de origen industrial,Salta,84.7,1/1/2019 0:00:00
Manufacturas de origen industrial,Santiago del Estero,0,1/1/2019 0:00:00
Manufacturas de origen industrial,Tucumán,339.986,1/1/2019 0:00:00
Manufacturas de origen industrial,Mendoza,242.643,1/1/2019 0:00:00
Manufacturas de origen industrial,San Juan,1018.643,1/1/2019 0:00:00
Manufacturas de origen industrial,San Luis,141.525,1/1/2019 0:00:00
Manufacturas de origen industrial,Chaco,5.079,1/1/2019 0:00:00
Manufacturas de origen industrial,Corrientes,13.215,1/1/2019 0:00:00
Manufacturas de origen industrial,Formosa,1.532,1/1/2019 0:00:00
Manufacturas de origen industrial,Misiones,150.02,1/1/2019 0:00:00
Combustibles y energía,Buenos Aires,2305.988,1/1/2019 0:00:00
Combustibles y energía,Capital Federal,0,1/1/2019 0:00:00
Combustibles y energía,Córdoba,19.473,1/1/2019 0:00:00
Combustibles y energía,Entre Ríos,0,1/1/2019 0:00:00
Combustibles y energía,La Pampa,0,1/1/2019 0:00:00
Combustibles y energía,Santa Fe,70.463,1/1/2019 0:00:00
Combustibles y energía,Chubut,1184.984,1/1/2019 0:00:00
Combustibles y energía,Neuquén,264.481,1/1/2019 0:00:00
Combustibles y energía,Río Negro,9.747,1/1/2019 0:00:00
Combustibles y energía,Santa Cruz,321.201,1/1/2019 0:00:00
Combustibles y energía,Tierra del Fuego,114.681,1/1/2019 0:00:00
Combustibles y energía,Catamarca,0,1/1/2019 0:00:00
Combustibles y energía,Jujuy,0,1/1/2019 0:00:00
Combustibles y energía,La Rioja,0,1/1/2019 0:00:00
Combustibles y energía,Salta,34.121,1/1/2019 0:00:00
Combustibles y energía,Santiago del Estero,0,1/1/2019 0:00:00
Combustibles y energía,Tucumán,2.099,1/1/2019 0:00:00
Combustibles y energía,Mendoza,61.358,1/1/2019 0:00:00
Combustibles y energía,San Juan,0,1/1/2019 0:00:00
Combustibles y energía,San Luis,0,1/1/2019 0:00:00
Combustibles y energía,Chaco,0,1/1/2019 0:00:00
Combustibles y energía,Corrientes,3.216,1/1/2019 0:00:00
Combustibles y energía,Formosa,7.12,1/1/2019 0:00:00
Combustibles y energía,Misiones,0,1/1/2019 0:00:00
Productos primarios,Buenos Aires,4235.989,1/1/2020 0:00:00
Productos primarios,Capital Federal,0,1/1/2020 0:00:00
Productos primarios,Córdoba,3933.287,1/1/2020 0:00:00
Productos primarios,Entre Ríos,736.132,1/1/2020 0:00:00
Productos primarios,La Pampa,447.397,1/1/2020 0:00:00
Productos primarios,Santa Fe,1801.049,1/1/2020 0:00:00
Productos primarios,Chubut,602.473,1/1/2020 0:00:00
Productos primarios,Neuquén,40.455,1/1/2020 0:00:00
Productos primarios,Río Negro,294.365,1/1/2020 0:00:00
Productos primarios,Santa Cruz,370.521,1/1/2020 0:00:00
Productos primarios,Tierra del Fuego,49.745,1/1/2020 0:00:00
Productos primarios,Catamarca,24.076,1/1/2020 0:00:00
Productos primarios,Jujuy,184.639,1/1/2020 0:00:00
Productos primarios,La Rioja,5.28,1/1/2020 0:00:00
Productos primarios,Salta,722.462,1/1/2020 0:00:00
Productos primarios,Santiago del Estero,1070.833,1/1/2020 0:00:00
Productos primarios,Tucumán,274.227,1/1/2020 0:00:00
Productos primarios,Mendoza,202.457,1/1/2020 0:00:00
Productos primarios,San Juan,64.816,1/1/2020 0:00:00
Productos primarios,San Luis,187.478,1/1/2020 0:00:00
Productos primarios,Chaco,325.66,1/1/2020 0:00:00
Productos primarios,Corrientes,126.282,1/1/2020 0:00:00
Productos primarios,Formosa,16.328,1/1/2020 0:00:00
Productos primarios,Misiones,64.861,1/1/2020 0:00:00
Manufacturas de origen agropecuario,Buenos Aires,7017.237,1/1/2020 0:00:00
Manufacturas de origen agropecuario,Capital Federal,50.819,1/1/2020 0:00:00
Manufacturas de origen agropecuario,Córdoba,3118.402,1/1/2020 0:00:00
Manufacturas de origen agropecuario,Entre Ríos,547.678,1/1/2020 0:00:00
Manufacturas de origen agropecuario,La Pampa,141.602,1/1/2020 0:00:00
Manufacturas de origen agropecuario,Santa Fe,8235.939,1/1/2020 0:00:00
Manufacturas de origen agropecuario,Chubut,74.259,1/1/2020 0:00:00
Manufacturas de origen agropecuario,Neuquén,5.326,1/1/2020 0:00:00
Manufacturas de origen agropecuario,Río Negro,72.151,1/1/2020 0:00:00
Manufacturas de origen agropecuario,Santa Cruz,34.19,1/1/2020 0:00:00
Manufacturas de origen agropecuario,Tierra del Fuego,34.109,1/1/2020 0:00:00
Manufacturas de origen agropecuario,Catamarca,8.956,1/1/2020 0:00:00
Manufacturas de origen agropecuario,Jujuy,69.02,1/1/2020 0:00:00
Manufacturas de origen agropecuario,La Rioja,102.986,1/1/2020 0:00:00
Manufacturas de origen agropecuario,Salta,84.054,1/1/2020 0:00:00
Manufacturas de origen agropecuario,Santiago del Estero,49.245,1/1/2020 0:00:00
Manufacturas de origen agropecuario,Tucumán,226.731,1/1/2020 0:00:00
Manufacturas de origen agropecuario,Mendoza,977.066,1/1/2020 0:00:00
Manufacturas de origen agropecuario,San Juan,151.341,1/1/2020 0:00:00
Manufacturas de origen agropecuario,San Luis,275.667,1/1/2020 0:00:00
Manufacturas de origen agropecuario,Chaco,47.065,1/1/2020 0:00:00
Manufacturas de origen agropecuario,Corrientes,66.977,1/1/2020 0:00:00
Manufacturas de origen agropecuario,Formosa,8.131,1/1/2020 0:00:00
Manufacturas de origen agropecuario,Misiones,214.502,1/1/2020 0:00:00
Manufacturas de origen industrial,Buenos Aires,6500.491,1/1/2020 0:00:00
Manufacturas de origen industrial,Capital Federal,229.931,1/1/2020 0:00:00
Manufacturas de origen industrial,Córdoba,1097.335,1/1/2020 0:00:00
Manufacturas de origen industrial,Entre Ríos,108.443,1/1/2020 0:00:00
Manufacturas de origen industrial,La Pampa,3.325,1/1/2020 0:00:00
Manufacturas de origen industrial,Santa Fe,1141.792,1/1/2020 0:00:00
Manufacturas de origen industrial,Chubut,493.089,1/1/2020 0:00:00
Manufacturas de origen industrial,Neuquén,16.77,1/1/2020 0:00:00
Manufacturas de origen industrial,Río Negro,3.237,1/1/2020 0:00:00
Manufacturas de origen industrial,Santa Cruz,1283.669,1/1/2020 0:00:00
Manufacturas de origen industrial,Tierra del Fuego,31.661,1/1/2020 0:00:00
Manufacturas de origen industrial,Catamarca,103.983,1/1/2020 0:00:00
Manufacturas de origen industrial,Jujuy,74.885,1/1/2020 0:00:00
Manufacturas de origen industrial,La Rioja,64.682,1/1/2020 0:00:00
Manufacturas de origen industrial,Salta,96.954,1/1/2020 0:00:00
Manufacturas de origen industrial,Santiago del Estero,0,1/1/2020 0:00:00
Manufacturas de origen industrial,Tucumán,271.295,1/1/2020 0:00:00
Manufacturas de origen industrial,Mendoza,136.411,1/1/2020 0:00:00
Manufacturas de origen industrial,San Juan,903.697,1/1/2020 0:00:00
Manufacturas de origen industrial,San Luis,105.473,1/1/2020 0:00:00
Manufacturas de origen industrial,Chaco,3.236,1/1/2020 0:00:00
Manufacturas de origen industrial,Corrientes,18.619,1/1/2020 0:00:00
Manufacturas de origen industrial,Formosa,0.818,1/1/2020 0:00:00
Manufacturas de origen industrial,Misiones,112.864,1/1/2020 0:00:00
Combustibles y energía,Buenos Aires,1674.618,1/1/2020 0:00:00
Combustibles y energía,Capital Federal,0,1/1/2020 0:00:00
Combustibles y energía,Córdoba,13.906,1/1/2020 0:00:00
Combustibles y energía,Entre Ríos,33.033,1/1/2020 0:00:00
Combustibles y energía,La Pampa,0,1/1/2020 0:00:00
Combustibles y energía,Santa Fe,60.247,1/1/2020 0:00:00
Combustibles y energía,Chubut,859.721,1/1/2020 0:00:00
Combustibles y energía,Neuquén,180.995,1/1/2020 0:00:00
Combustibles y energía,Río Negro,6.573,1/1/2020 0:00:00
Combustibles y energía,Santa Cruz,231.49,1/1/2020 0:00:00
Combustibles y energía,Tierra del Fuego,82.208,1/1/2020 0:00:00
Combustibles y energía,Catamarca,0,1/1/2020 0:00:00
Combustibles y energía,Jujuy,0,1/1/2020 0:00:00
Combustibles y energía,La Rioja,0,1/1/2020 0:00:00
Combustibles y energía,Salta,19.106,1/1/2020 0:00:00
Combustibles y energía,Santiago del Estero,0,1/1/2020 0:00:00
Combustibles y energía,Tucumán,1.498,1/1/2020 0:00:00
Combustibles y energía,Mendoza,33.993,1/1/2020 0:00:00
Combustibles y energía,San Juan,0,1/1/2020 0:00:00
Combustibles y energía,San Luis,0,1/1/2020 0:00:00
Combustibles y energía,Chaco,0,1/1/2020 0:00:00
Combustibles y energía,Corrientes,373.938,1/1/2020 0:00:00
Combustibles y energía,Formosa,5.169,1/1/2020 0:00:00
Combustibles y energía,Misiones,0,1/1/2020 0:00:00